every_date,cat,query,answer,correct,boundary,cluster
2024-06-07,A,皇玺集团在2023年第一季度的除税前亏损是多少？,约4.8百万港元。,1,1,1
2024-06-07,A,皇玺集团控股国际有限公司的2023年第一季度报告中提到的公司主营业务是什么？,主要业务为在香港提供休闲餐饮服务及华贵钟表买卖。,1,1,1
2024-06-07,A,报告中提到的GEM是什么？,GEM是香港联合交易所有限公司的一个市场板块，为中小型公司提供上市的市场。,0,1,5
2024-06-07,A,投资GEM上市公司的股票存在哪些风险？,投资GEM的公司相比主板公司有更高的投资风险，可能承受更大的市场波动风险，且无法保证高流通量市场。,0,0,5
2024-06-07,A,皇玺集团在2023年第一季度的未经审核收益是多少？,约6.8百万港元。,0,0,1
2024-06-07,A,皇玺集团在2023年第一季度的未经审核亏损额是多少？,约4.7百万港元。,1,1,1
2024-06-07,A,皇玺集团在2023年第一季度的每股基本及摊薄亏损是多少？,0.18港仙。,0,1,1
2024-06-07,A,皇玺集团在2023年第一季度是否派发了股息？,没有，董事会决议不建议派发股息。,1,1,1
2024-06-07,A,皇玺集团的注册办事处地址是什么？,"Second Floor, Century Yard, Cricket Square, P.O. Box 902, Grand Cayman, KY1–1103, Cayman Islands。",0,1,3
2024-06-07,A,皇玺集团的主要营业地点在哪里？,香港九龙青山道489–491号香港工业中心A座6楼603室。,0,0,3
2024-06-07,A,皇玺集团的最终控股公司是哪一家？,Fortune Round Limited。,1,1,3
2024-06-07,A,皇玺集团的财务报表是否经过审计？,季度财务报表未经过集团核数师审核。,1,1,3
2024-06-07,A,皇玺集团的收益来源是什么？,所有收益均源自香港。,1,1,3
2024-06-07,A,皇玺集团在2023年第一季度的财务成本是多少？,约0.3百万港元。,1,1,8
2024-06-07,A,皇玺集团在2023年第一季度的所得税开支是多少？,约0.1百万港元。,1,1,8
2024-06-07,A,皇玺集团在2023年第一季度的员工成本是多少？,约4.2百万港元。,0,1,8
2024-06-08,A,皇玺集团在2023年第一季度的物业租金及相关开支是多少？,约1.0百万港元。,0,0,8
2024-06-08,A,皇玺集团在2023年第一季度的折旧开支是多少？,约1.0百万港元。,1,1,8
2024-06-08,A,皇玺集团在2023年第一季度的行政开支是多少？,约3.1百万港元。,1,0,8
2024-06-08,A,皇玺集团在2023年第一季度的毛利是多少？,约5.1百万港元。,0,1,1
2024-06-08,A,皇玺集团在2023年第一季度的毛利率是多少？,74.9%。,1,1,1
2024-06-08,A,皇玺集团在2023年第一季度的其他收入及其他收益或亏损是多少？,约0.1百万港元。,0,1,1
2024-06-08,A,皇玺集团在2023年第一季度的经营亏损是多少？,约4.6百万港元。,1,1,1
2024-06-08,A,皇玺集团在2023年第一季度的除税前亏损是多少？,约4.8百万港元。,1,1,1
2024-06-08,A,皇玺集团在2023年第一季度的借贷总额是多少？,约18.8百万港元。,1,1,1
2024-06-08,A,皇玺集团在2023年第一季度的资本负债比率是多少？,约115.3%。,1,1,1
2024-06-08,A,皇玺集团在2023年第一季度的业务回顾中提到了哪些挑战？,疫情影响、香港政府实施的防疫措施、经济形势不明朗等。,0,1,1
2024-06-08,A,皇玺集团在2023年第一季度的业务回顾中提到了哪些策略？,成本控制措施、保守及审慎的业务策略、物色和探索其他商机。,1,1,1
2024-06-08,A,皇玺集团在2023年第一季度的业务回顾中提到了哪些餐厅品牌？,大呷台湾、度小月、和顺记神级鸡脾皇。,1,1,1
2024-06-08,A,皇玺集团在2023年第一季度的业务回顾中提到了哪些餐厅的开业和结业？,大呷台湾在2023年7月结业，度小月在2023年7月结业，和顺记神级鸡脾皇在2023年7月和8月开始营业。,1,1,1
2024-06-08,A,皇玺集团在2023年第一季度的财务回顾中提到了哪些收入变化？,收益减少约6.9%，主要由于疫情对现有餐厅的负面影响。,0,1,1
2024-06-08,A,皇玺集团在2023年第一季度的财务回顾中提到了哪些成本变化？,已售存货成本增加约13.3%，主要由于食品及饮料成本增加。,1,1,8
2024-06-09,A,皇玺集团在2023年第一季度的财务回顾中提到了哪些其他收入变化？,其他收入及其他收益或亏损减少，主要由于政府补助减少。,1,1,1
2024-06-09,A,皇玺集团在2023年第一季度的财务回顾中提到了哪些员工成本变化？,员工成本保持稳定。,1,1,8
2024-06-09,A,皇玺集团在2023年第一季度的财务回顾中提到了哪些折旧开支变化？,折旧开支保持稳定。,1,1,8
2024-06-09,A,皇玺集团在2023年第一季度的财务回顾中提到了哪些物业租金及相关开支变化？,物业租金及相关开支增加约400.0%。,1,1,8
2024-06-09,A,皇玺集团在2023年第一季度的财务回顾中提到了哪些燃料及公用设施开支变化？,燃料及公用设施开支增加约50.0%。,0,1,8
2024-06-09,A,皇玺集团在2023年第一季度的财务回顾中提到了哪些行政开支变化？,行政开支保持稳定。,1,1,8
2024-06-09,A,皇玺集团在2023年第一季度的财务回顾中提到了哪些财务成本变化？,财务成本保持稳定。,1,1,8
2024-06-09,A,皇玺集团在2023年第一季度的财务回顾中提到了哪些所得税开支变化？,所得税开支减少。,1,1,8
2024-06-09,A,皇玺集团在2023年第一季度的财务回顾中提到了哪些亏损变化？,亏损增加，主要由于其他收入及收益或亏损增加以及物业租金及相关开支增加。,1,1,1
2024-06-09,A,皇玺集团在2023年第一季度的财务回顾中提到了哪些上市所得款项用途？,所得款项净额约为41.3百万港元，已全部动用。,1,1,1
2024-06-09,A,皇玺集团在2023年第一季度的财务回顾中提到了哪些发行股份所得款项用途？,第一次配售所得款项净额约为29.84百万港元，第二次配售所得款项净额约为45.2百万港元。,1,1,1
2024-06-09,A,皇玺集团在2023年第一季度的财务回顾中提到了哪些资产抵押情况？,无抵押资产。,1,1,1
2024-06-09,B,报告中提到的酒店板块的金陵饭店的业绩如何？,报告中提到的酒店板块的金陵饭店2024Q1的营收和归母净利润均有所增长。,1,0,0
2024-06-09,B,报告中提到的餐饮板块的奈雪的茶的业绩如何？,报告中提到的餐饮板块的奈雪的茶2024Q1的营收增长，但归母净利润有所下降。,0,0,7
2024-06-09,B,报告中提到的酒店板块的亚朵的业绩如何？,报告中提到的酒店板块的亚朵2023年的营收和归母净利润均大幅增长。,0,0,6
2024-06-09,B,报告中提到的餐饮板块的同庆楼的业绩如何？,报告中提到的餐饮板块的同庆楼2024Q1的营收增长，但扣非净利润增长幅度弱于营收增速。,0,0,7
2024-06-09,B,报告中提到的酒店板块的集团的经营数据如何？,报告中提到的酒店板块的华住集团2024Q1的经营数据相对行业有超额。,1,0,6
2024-06-09,B,报告中提到的餐饮板块的海伦司的业绩如何？,报告中提到的餐饮板块的海伦司2024Q1的营收下降，但归母净利润大幅增长。,0,0,7
2024-06-09,B,报告中提到的酒店板块的锦江酒店的经营数据如何？,报告中提到的酒店板块的锦江酒店2024Q1的RevPAR同比下滑。,1,0,9
2024-06-09,B,报告中提到的餐饮板块的广州酒家的业绩如何？,报告中提到的餐饮板块的广州酒家2024Q1的营收和归母净利润均有所增长。,1,0,7
2024-06-09,B,报告中提到的酒店板块的首旅酒店的拓店情况如何？,报告中提到的酒店板块的首旅酒店2024Q1新开了205家店。,1,0,6
2024-06-09,A,皇玺集团在2023年第一季度有分配股息吗？,没有，董事会决议不建议派发股息。,1,1,1
2024-06-10,A,皇玺集团的注册办公地址在哪里？,"Second Floor, Century Yard, Cricket Square, P.O. Box 902, Grand Cayman, KY1–1103, Cayman Islands。",0,1,3
2024-06-10,A,皇玺集团的主要业务地点设在何处？,香港九龙青山道489–491号香港工业中心A座6楼603室。,1,1,3
2024-06-10,A,哪家公司是皇玺集团的最终母公司？,Fortune Round Limited。,1,1,3
2024-06-10,A,皇玺集团的财务报表是否经过了审计？,季度财务报表未经过集团核数师审核。,1,1,3
2024-06-10,A,皇玺集团的收入主要来自哪些方面？,所有收益均源自香港。,1,1,3
2024-06-10,A,皇玺集团在2023年第一季度的财务费用是多少？,约0.3百万港元。,1,1,8
2024-06-10,A,皇玺集团在2023年第一季度支付了多少所得税？,约0.1百万港元。,1,1,8
2024-06-10,A,皇玺集团在2023年第一季度的员工薪酬总额是多少？,约4.2百万港元。,1,1,1
2024-06-10,A,皇玺集团在2023年第一季度支付的物业租金和相关费用是多少？,约1.0百万港元。,0,1,8
2024-06-10,A,皇玺集团在2023年第一季度的折旧费用是多少？,约1.0百万港元。,1,1,8
2024-06-10,A,皇玺集团在2023年第一季度的行政管理费用是多少？,约3.1百万港元。,0,0,8
2024-06-10,A,皇玺集团在2023年第一季度的毛利润是多少？,约5.1百万港元。,1,1,1
2024-06-10,A,皇玺集团在2023年第一季度的毛利率是多少？,74.9%。,1,1,1
2024-06-10,A,皇玺集团在2023年第一季度的其他营业收入或亏损是多少？,约0.1百万港元。,1,1,1
2024-06-10,A,皇玺集团在2023年第一季度的营业亏损额是多少？,约4.6百万港元。,1,1,1
2024-06-11,A,皇玺集团在2023年第一季度的税前亏损额是多少？,约4.8百万港元。,1,1,1
2024-06-11,A,皇玺集团在2023年第一季度的净亏损总额是多少？,约4.8百万港元。,1,1,1
2024-06-11,A,皇玺集团在2023年第一季度的负债比率是多少？,约115.3%。,1,1,1
2024-06-11,A,皇玺集团在2023年第一季度的现金及现金等价物余额是多少？,约18.5百万港元。,0,1,1
2024-06-11,A,皇玺集团在2023年第一季度的总借贷额是多少？,约18.8百万港元。,1,0,1
2024-06-11,A,皇玺集团在2023年第一季度的资本负债比率是多少？,约115.3%。,1,1,1
2024-06-11,A,皇玺集团在2023年第一季度的业务回顾中面临了哪些挑战？,疫情影响、香港政府实施的防疫措施、经济形势不明朗等。,1,1,1
2024-06-11,A,皇玺集团在2023年第一季度的业务回顾中采取了哪些策略？,成本控制措施、保守及审慎的业务策略、物色和探索其他商机。,1,1,1
2024-06-11,A,皇玺集团在2023年第一季度的业务回顾中提到了哪些旗下餐厅品牌？,大呷台湾、度小月、和顺记神级鸡脾皇。,1,1,1
2024-06-11,A,皇玺集团在2023年第一季度的业务回顾中有哪些餐厅开业和关闭？,大呷台湾在2023年7月结业，度小月在2023年7月结业，和顺记神级鸡脾皇在2023年7月和8月开始营业。,1,1,1
2024-06-11,A,皇玺集团在2023年第一季度的财务回顾中提到了哪些收入变动？,收益减少约6.9%，主要由于疫情对现有餐厅的负面影响。,1,1,1
2024-06-11,A,皇玺集团在2023年第一季度的财务回顾中提到了哪些成本变动？,已售存货成本增加约13.3%，主要由于食品及饮料成本增加。,1,1,8
2024-06-11,A,皇玺集团在2023年第一季度的财务回顾中提到了哪些其他收入变动？,其他收入及其他收益或亏损减少，主要由于政府补助减少。,1,1,1
2024-06-11,A,皇玺集团在2023年第一季度的财务回顾中提到了哪些员工成本变动？,员工成本保持稳定。,1,1,8
2024-06-11,B,哪家机构发布了这份报告？,这篇报告由财通证券股份有限公司发布。,1,0,4
2024-06-11,B,这份报告的撰写人是谁？,报告的作者是刘洋。,1,0,4
2024-06-11,B,报告中提到的证券分析师的SAC证书编号是多少？,SAC证书编号是S0160521120001。,1,0,4
2024-06-12,B,这份报告是在何时发布的？,报告的发布日期是2024年5月14日。,0,0,4
2024-06-12,B,报告对酒店餐饮行业的投资评级是什么？,报告的投资评级是“看好(维持)”。,1,0,2
2024-06-12,B,报告中描述的过去一年酒店餐饮行业的市场表现是怎样的？,酒店餐饮行业最近12个月的市场表现比沪深300指数好，具体表现为7%的增长。,1,0,2
